step,Time,Hour,Minute,minute_of_day,fridge_kw,ac_kw,heater_kw,dehumidifier_kw,dryer_kw,lighting_kw,washer_kw,transferPump_kw,boosterPump_kw,total_power_kw,energy_kwh
386,06:26,6,26,386,0.08934442802201417,0.0,0.0,0.02,0.0,0.10764628680014836,0.0,0.0,0.0,0.21699071482216253,0.0036165119137027088
387,06:27,6,27,387,0.08963065021785414,0.0,0.0,0.02,0.0,0.10362143043183067,0.0,0.0,0.0,0.21325208064968482,0.0035542013441614137
388,06:28,6,28,388,0.08983565686104819,0.0,0.0,0.02,0.0,0.10145018940199801,0.0,0.0,0.0,0.2112858462630462,0.00352143077105077
389,06:29,6,29,389,0.08995888604263721,0.0,0.0,0.02,0.0,0.11314653459159749,0.0,0.0,0.0,0.22310542063423472,0.0037184236772372452
390,06:30,6,30,390,0.09,0.0,0.0,0.02,0.0,0.11356176901391883,0.0,0.0,0.0,0.22356176901391883,0.0037260294835653137
391,06:31,6,31,391,0.08995888604263721,0.0,0.0,0.02,0.0,0.10423356309817995,0.0,0.0,0.0,0.21419244914081717,0.003569874152346953
392,06:32,6,32,392,0.0898356568610482,0.0,0.0,0.02,0.0,0.114916186693616,0.0,0.0,0.0,0.2247518435546642,0.0037458640592444034
393,06:33,6,33,393,0.08963065021785413,0.0,0.0,0.02,0.0,0.10958913387510223,0.0,0.0,0.0,0.21921978409295637,0.0036536630682159395
394,06:34,6,34,394,0.08934442802201417,0.0,0.0,0.02,0.0,0.10675546911368552,0.0,0.0,0.0,0.21609989713569971,0.003601664952261662
395,06:35,6,35,395,0.08897777478867205,0.0,0.0,0.02,0.0,0.10069713896492354,0.0,0.0,0.0,0.2096749137535956,0.00349458189589326
396,06:36,6,36,396,0.0885316954888546,0.0,0.0,0.02,0.0,0.11036996800339884,0.0,0.0,0.0,0.21890166349225343,0.0036483610582042237
397,06:37,6,37,397,0.08800741279491606,0.0,0.0,0.02,0.0,0.10178555108686903,0.0,0.0,0.0,0.2097929638817851,0.0034965493980297514
398,06:38,6,38,398,0.08740636372927803,0.0,0.0,0.02,0.0,0.11457508515234131,0.0,0.0,0.0,0.22198144888161936,0.003699690814693656
399,06:39,6,39,399,0.08673019572565105,0.0,0.0,0.02,0.0,0.10768699431135777,0.0,0.0,0.0,0.21441719003700882,0.003573619833950147
400,06:40,6,40,400,0.08598076211353316,0.0,0.0,0.02,0.0,0.11255923604736595,0.0,0.0,0.0,0.2185399981608991,0.0036423333026816516
401,06:41,6,41,401,0.08516011703836271,0.0,0.0,0.02,0.0,0.10518189847823896,0.0,0.0,0.0,0.21034201551660167,0.003505700258610028
402,06:42,6,42,402,0.08427050983124844,0.0,0.0,0.02,0.0,0.11440733661508293,0.0,0.0,0.0,0.21867784644633137,0.0036446307741055226
403,06:43,6,43,403,0.08331437884370914,0.0,0.0,0.02,0.0,0.10202903936760326,0.0,0.0,0.0,0.2053434182113124,0.0034223903035218734
404,06:44,6,44,404,0.08229434476432183,0.0,0.0,0.02,0.0,0.11410385656623175,0.0,0.0,0.0,0.2163982013305536,0.0036066366888425597
405,06:45,6,45,405,0.08121320343559643,0.0,0.0,0.02,0.0,0.11452132754485564,0.0,0.0,0.0,0.2157345309804521,0.0035955755163408682
406,06:46,6,46,406,0.08007391819076574,0.0,0.0,0.02,0.0,0.10051414021770605,0.0,0.0,0.0,0.2005880584084718,0.003343134306807863
407,06:47,6,47,407,0.07887961173149512,0.0,0.0,0.02,0.0,0.10082700218154775,0.0,0.0,0.0,0.19970661391304287,0.003328443565217381
408,06:48,6,48,408,0.0776335575687742,0.0,0.0,0.02,0.0,0.10213441227468904,0.0,0.0,0.0,0.19976796984346323,0.0033294661640577206
409,06:49,6,49,409,0.07633917105045082,0.0,0.0,0.02,0.0,0.11035759564702415,0.0,0.0,0.0,0.20669676669747497,0.003444946111624583
410,06:50,6,50,410,0.075,0.0,0.0,0.02,0.0,0.1008254251306915,0.0,0.0,0.0,0.1958254251306915,0.0032637570855115253
411,06:51,6,51,411,0.0736197149921864,0.0,0.0,0.02,0.0,0.10391030880054752,0.0,0.0,0.0,0.19753002379273393,0.0032921670632122322
412,06:52,6,52,412,0.072202099292274,0.0,0.0,0.02,0.0,0.10180565107628481,0.0,0.0,0.0,0.19400775036855883,0.003233462506142647
413,06:53,6,53,413,0.07075103848635902,0.0,0.0,0.02,0.0,0.11370579976538578,0.0,0.0,0.0,0.20445683825174482,0.0034076139708624138
414,06:54,6,54,414,0.06927050983124844,0.0,0.0,0.02,0.0,0.10258584379999831,0.0,0.0,0.0,0.19185635363124676,0.0031976058938541128
415,06:55,6,55,415,0.06776457135307562,0.0,0.0,0.02,0.0,0.10612848558254283,0.0,0.0,0.0,0.19389305693561845,0.003231550948926974
416,06:56,6,56,416,0.06623735072453277,0.0,0.0,0.02,0.0,0.1108396791807299,0.0,0.0,0.0,0.19707702990526266,0.003284617165087711
417,06:57,6,57,417,0.06469303395120693,0.0,0.0,0.02,0.0,0.10105071845661595,0.0,0.0,0.0,0.18574375240782287,0.003095729206797048
418,06:58,6,58,418,0.06313585389802961,0.0,0.0,0.02,0.0,0.11109170742767492,0.0,0.0,0.0,0.19422756132570454,0.0032371260220950757
419,06:59,6,59,419,0.06157007868728833,0.0,0.0,0.02,0.0,0.10644975519067604,0.0,0.0,0.0,0.18801983387796437,0.0031336638979660727
420,07:00,7,0,420,0.060000000000000005,0.0,0.0,0.02,0.0,0.11225958958813988,0.0,0.0,0.0,0.19225958958813988,0.0032043264931356646
421,07:01,7,1,421,0.05842992131271169,0.0,0.0,0.02,0.0,0.10434317834037245,0.0,0.0,0.0,0.18277309965308414,0.003046218327551402
422,07:02,7,2,422,0.056864146101970395,0.0,0.0,0.02,0.0,0.11330319905353495,0.0,0.0,0.0,0.19016734515550535,0.0031694557525917557
423,07:03,7,3,423,0.05530696604879308,0.0,0.0,0.02,0.0,0.11050591813669235,0.0,0.0,0.0,0.18581288418548542,0.0030968814030914236
424,07:04,7,4,424,0.05376264927546723,0.0,0.0,0.02,0.0,0.10978265125433993,0.0,0.0,0.0,0.18354530052980716,0.0030590883421634527
425,07:05,7,5,425,0.05223542864692439,0.0,0.0,0.02,0.0,0.10746800745558076,0.0,0.0,0.0,0.17970343610250517,0.0029950572683750862
426,07:06,7,6,426,0.05072949016875157,0.0,0.0,0.02,0.0,0.10242554547286568,0.0,0.0,0.0,0.17315503564161727,0.002885917260693621
427,07:07,7,7,427,0.049248961513640985,0.0,0.0,0.02,0.0,0.10571286136453181,0.0,0.0,0.0,0.1749618228781728,0.00291603038130288
428,07:08,7,8,428,0.04779790070772601,0.0,0.0,0.02,0.0,0.10231367487440493,0.0,0.0,0.0,0.17011157558213094,0.002835192926368849
429,07:09,7,9,429,0.04638028500781361,0.0,0.0,0.02,0.0,0.10236087018547023,0.0,0.0,0.0,0.16874115519328384,0.0028123525865547307
430,07:10,7,10,430,0.045,0.0,0.0,0.02,0.0,0.10065509479050014,0.0,0.0,0.0,0.16565509479050014,0.0027609182465083357
431,07:11,7,11,431,0.043660828949549195,0.0,0.0,0.02,0.0,0.112441700554127,0.0,0.0,0.0,0.1761025295036762,0.002935042158394603
432,07:12,7,12,432,0.04236644243122581,0.0,0.0,0.02,0.0,0.10989175661602366,0.0,0.0,0.0,0.17225819904724948,0.002870969984120825
433,07:13,7,13,433,0.041120388268504886,0.0,0.0,0.02,0.0,0.1109107820153699,0.0,0.0,0.0,0.17203117028387477,0.0028671861713979127
434,07:14,7,14,434,0.03992608180923425,0.0,0.0,0.02,0.0,0.11109183850574403,0.0,0.0,0.0,0.17101792031497828,0.0028502986719163045
435,07:15,7,15,435,0.03878679656440357,0.0,0.0,0.02,0.0,0.10835575590160532,0.0,0.0,0.0,0.1671425524660089,0.002785709207766815
436,07:16,7,16,436,0.037705655235678176,0.0,0.0,0.02,0.0,0.11317987510251705,0.0,0.0,0.0,0.17088553033819523,0.0028480921723032537
437,07:17,7,17,437,0.036685621156290864,0.0,0.0,0.02,0.0,0.10871754430873698,0.0,0.0,0.0,0.16540316546502784,0.0027567194244171307
438,07:18,7,18,438,0.035729490168751585,0.0,0.0,0.02,0.0,0.10267431966994321,0.0,0.0,0.0,0.1584038098386948,0.0026400634973115797
439,07:19,7,19,439,0.03483988296163728,0.0,0.0,0.02,0.0,0.10821968842176882,0.0,0.0,0.0,0.1630595713834061,0.0027176595230567683
440,07:20,7,20,440,0.034019237886466845,0.0,0.0,0.02,0.0,0.10989675992591448,0.0,0.0,0.0,0.1639159978123813,0.0027319332968730216
441,07:21,7,21,441,0.033269804274348974,0.0,0.0,0.02,0.0,0.11302858963873244,0.0,0.0,0.0,0.16629839391308143,0.0027716398985513572
442,07:22,7,22,442,0.032593636270721975,0.0,0.0,0.02,0.0,0.10958845635975348,0.0,0.0,0.0,0.16218209263047545,0.0027030348771745908
443,07:23,7,23,443,0.03199258720508395,0.0,0.0,0.02,0.0,0.10723878174855549,0.0,0.0,0.0,0.15923136895363943,0.0026538561492273237
444,07:24,7,24,444,0.03146830451114539,0.0,0.0,0.02,0.0,0.10881896134597248,0.0,0.0,0.0,0.1602872658571179,0.002671454430951965
445,07:25,7,25,445,0.03102222521132795,0.0,0.0,0.02,0.0,0.11219874954259414,0.0,0.0,0.0,0.16322097475392208,0.0027203495792320347
446,07:26,7,26,446,0.030655571977985838,0.0,0.0,0.02,0.0,0.11387577264229129,0.0,0.0,0.0,0.16453134462027713,0.0027421890770046187
447,07:27,7,27,447,0.030369349782145873,0.0,0.0,0.02,0.0,0.10839823848117028,0.0,0.0,0.0,0.15876758826331616,0.0026461264710552694
448,07:28,7,28,448,0.0301643431389518,0.0,0.0,0.02,0.0,0.10255285331825968,0.0,0.0,0.0,0.1527171964572115,0.0025452866076201915
449,07:29,7,29,449,0.030041113957362784,0.0,0.0,0.02,0.0,0.11009234118729042,0.0,0.0,0.0,0.16013345514465321,0.0026688909190775534
450,07:30,7,30,450,0.03,0.0,4.0,0.02,0.0,0.10457774618638373,0.0,0.0,0.35,4.504577746186383,0.07507629576977305
451,07:31,7,31,451,0.030041113957362784,0.0,4.0,0.02,0.0,0.1019247820212988,0.0,0.0,0.35,4.50196589597866,0.07503276493297767
452,07:32,7,32,452,0.0301643431389518,0.0,4.0,0.02,0.0,0.10374622544211959,0.0,0.0,0.0,4.153910568581071,0.06923184280968452
453,07:33,7,33,453,0.03036934978214587,0.0,4.0,0.02,0.0,0.11406435225720502,0.0,0.0,0.0,4.16443370203935,0.0694072283673225
454,07:34,7,34,454,0.030655571977985838,0.0,4.0,0.02,0.0,0.11454471330566622,0.0,0.0,0.0,4.165200285283652,0.06942000475472754
455,07:35,7,35,455,0.031022225211327942,0.0,4.0,0.02,0.0,0.10167403656848596,0.0,0.0,0.0,4.1526962617798135,0.06921160436299689
456,07:36,7,36,456,0.03146830451114539,0.0,4.0,0.02,0.0,0.10455607312895582,0.0,0.0,0.35,4.5060243776401006,0.07510040629400168
457,07:37,7,37,457,0.031992587205083946,0.0,4.0,0.02,0.0,0.10676188483845704,0.0,0.0,0.35,4.508754472043541,0.07514590786739235
458,07:38,7,38,458,0.03259363627072197,0.0,4.0,0.02,0.0,0.10413808285597538,0.0,0.0,0.0,4.156731719126697,0.06927886198544495
459,07:39,7,39,459,0.03326980427434895,0.0,4.0,0.02,0.0,0.10869419017230984,0.0,0.0,0.0,4.161963994446658,0.06936606657411097
460,07:40,7,40,460,0.03401923788646684,0.0,4.0,0.02,0.0,0.10718913860144368,0.0,0.0,0.0,4.16120837648791,0.06935347294146517
461,07:41,7,41,461,0.03483988296163727,0.0,4.0,0.02,0.0,0.10703997630413184,0.0,0.0,0.0,4.161879859265769,0.06936466432109614
462,07:42,7,42,462,0.03572949016875158,0.0,4.0,0.02,0.0,0.11111956187436516,0.0,0.0,0.35,4.516849052043116,0.07528081753405194
463,07:43,7,43,463,0.036685621156290864,0.0,4.0,0.02,0.0,0.1079277150159743,0.0,0.0,0.35,4.514613336172265,0.07524355560287108
464,07:44,7,44,464,0.037705655235678176,0.0,4.0,0.02,0.0,0.10787379937166446,0.0,0.0,0.0,4.165579454607342,0.0694263242434557
465,07:45,7,45,465,0.03878679656440357,0.0,4.0,0.02,0.0,0.11332543109956124,0.0,0.0,0.0,4.172112227663964,0.06953520379439941
466,07:46,7,46,466,0.03992608180923423,0.0,4.0,0.02,0.0,0.10122458242039464,0.0,0.0,0.0,4.161150664229629,0.06935251107049381
467,07:47,7,47,467,0.041120388268504886,0.0,4.0,0.02,0.0,0.10289825153726952,0.0,0.0,0.0,4.164018639805774,0.06940031066342957
468,07:48,7,48,468,0.0423664424312258,0.0,4.0,0.02,0.0,0.10606744591467408,0.0,0.0,0.35,4.5184338883459,0.07530723147243167
469,07:49,7,49,469,0.043660828949549195,0.0,4.0,0.02,0.0,0.10488082706118088,0.0,0.0,0.35,4.518541656010729,0.07530902760017882
470,07:50,7,50,470,0.04499999999999999,0.0,4.0,0.02,0.0,0.10032491837670098,0.0,0.0,0.0,4.1653249183767,0.069422081972945
471,07:51,7,51,471,0.04638028500781359,0.0,4.0,0.02,0.0,0.1014125426901266,0.0,0.0,0.0,4.16779282769794,0.06946321379496566
472,07:52,7,52,472,0.047797900707726,0.0,4.0,0.02,0.0,0.10267784065143476,0.0,0.0,0.0,4.17047574135916,0.06950792902265267
473,07:53,7,53,473,0.04924896151364098,0.0,4.0,0.02,0.0,0.10423471002514972,0.0,0.0,0.0,4.17348367153879,0.06955806119231317
474,07:54,7,54,474,0.05072949016875157,0.0,4.0,0.02,0.0,0.11495447648666617,0.0,0.0,0.35,4.535683966655417,0.07559473277759028
475,07:55,7,55,475,0.052235428646924376,0.0,4.0,0.02,0.0,0.1112742145309613,0.0,0.0,0.35,4.533509643177885,0.07555849405296475
476,07:56,7,56,476,0.0537626492754672,0.0,4.0,0.02,0.0,0.10004329561953693,0.0,0.0,0.0,4.173805944895004,0.06956343241491673
477,07:57,7,57,477,0.055306966048793066,0.0,4.0,0.02,0.0,0.10275587774967804,0.0,0.0,0.0,4.178062843798471,0.06963438072997451
478,07:58,7,58,478,0.05686414610197037,0.0,4.0,0.02,0.0,0.10500317304017863,0.0,0.0,0.0,4.181867319142149,0.06969778865236914
479,07:59,7,59,479,0.0584299213127117,0.0,4.0,0.02,0.0,0.100027026130067,0.0,0.0,0.0,4.178456947442778,0.06964094912404631
480,08:00,8,0,480,0.06,0.0,0.0,0.8,0.0,0.024,0.0,0.0,0.35,1.234,0.020566666666666667
481,08:01,8,1,481,0.061570078687288324,0.0,0.0,0.25,0.0,0.024,0.0,0.0,0.35,0.6855700786872883,0.01142616797812147
482,08:02,8,2,482,0.0631358538980296,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.3131358538980296,0.005218930898300493
483,08:03,8,3,483,0.06469303395120693,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.31469303395120696,0.005244883899186783
484,08:04,8,4,484,0.06623735072453277,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.31623735072453274,0.005270622512075546
485,08:05,8,5,485,0.06776457135307562,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.3177645713530756,0.005296076189217927
486,08:06,8,6,486,0.06927050983124841,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.35,0.6692705098312484,0.011154508497187472
487,08:07,8,7,487,0.07075103848635901,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.35,0.670751038486359,0.01117918397477265
488,08:08,8,8,488,0.072202099292274,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.322202099292274,0.005370034988204567
489,08:09,8,9,489,0.0736197149921864,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.3236197149921864,0.00539366191653644
490,08:10,8,10,490,0.075,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.325,0.005416666666666667
491,08:11,8,11,491,0.07633917105045081,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.3263391710504508,0.00543898618417418
492,08:12,8,12,492,0.0776335575687742,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.35,0.6776335575687742,0.011293892626146237
493,08:13,8,13,493,0.07887961173149512,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.35,0.678879611731495,0.011314660195524916
494,08:14,8,14,494,0.08007391819076574,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.33007391819076576,0.005501231969846096
495,08:15,8,15,495,0.08121320343559643,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.33121320343559646,0.005520220057259941
496,08:16,8,16,496,0.08229434476432182,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.33229434476432185,0.005538239079405364
497,08:17,8,17,497,0.08331437884370912,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.3333143788437091,0.005555239647395152
498,08:18,8,18,498,0.08427050983124844,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.35,0.6842705098312485,0.011404508497187474
499,08:19,8,19,499,0.08516011703836271,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.35,0.6851601170383627,0.011419335283972711
500,08:20,8,20,500,0.08598076211353316,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.33598076211353317,0.005599679368558886
501,08:21,8,21,501,0.08673019572565104,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.33673019572565105,0.0056121699287608505
502,08:22,8,22,502,0.08740636372927803,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.337406363729278,0.005623439395487967
503,08:23,8,23,503,0.08800741279491606,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.3380074127949161,0.005633456879915268
504,08:24,8,24,504,0.0885316954888546,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.35,0.6885316954888545,0.011475528258147575
505,08:25,8,25,505,0.08897777478867205,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.35,0.6889777747886721,0.011482962913144535
506,08:26,8,26,506,0.08934442802201417,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.33934442802201414,0.005655740467033569
507,08:27,8,27,507,0.08963065021785414,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.33963065021785416,0.005660510836964236
508,08:28,8,28,508,0.08983565686104819,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.3398356568610482,0.005663927614350804
509,08:29,8,29,509,0.08995888604263721,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.33995888604263724,0.005665981434043954
510,08:30,8,30,510,0.09,0.0,0.0,0.25,0.0,0.0,0.0,1.85,0.35,2.54,0.042333333333333334
511,08:31,8,31,511,0.08995888604263721,0.0,0.0,0.25,0.0,0.0,0.0,0.37,0.0,0.7099588860426372,0.01183264810071062
512,08:32,8,32,512,0.0898356568610482,0.0,0.0,0.25,0.0,0.0,0.0,0.37,0.0,0.7098356568610482,0.01183059428101747
513,08:33,8,33,513,0.08963065021785413,0.0,0.0,0.25,0.0,0.0,0.0,0.37,0.0,0.7096306502178541,0.011827177503630902
514,08:34,8,34,514,0.08934442802201417,0.0,0.0,0.25,0.0,0.0,0.0,0.37,0.0,0.7093444280220141,0.011822407133700235
515,08:35,8,35,515,0.08897777478867205,0.0,0.0,0.25,0.0,0.0,0.0,0.37,0.0,0.7089777747886721,0.011816296246477868
516,08:36,8,36,516,0.0885316954888546,0.0,0.0,0.25,0.0,0.0,0.0,0.37,0.0,0.7085316954888545,0.011808861591480908
517,08:37,8,37,517,0.08800741279491606,0.0,0.0,0.25,0.0,0.0,0.0,0.37,0.0,0.7080074127949161,0.011800123546581935
518,08:38,8,38,518,0.08740636372927803,0.0,0.0,0.25,0.0,0.0,0.0,0.37,0.0,0.707406363729278,0.011790106062154634
519,08:39,8,39,519,0.08673019572565105,0.0,0.0,0.25,0.0,0.0,0.0,0.37,0.0,0.7067301957256511,0.011778836595427519
520,08:40,8,40,520,0.08598076211353316,0.0,0.0,0.25,0.0,0.0,0.0,0.37,0.0,0.7059807621135332,0.011766346035225554
521,08:41,8,41,521,0.08516011703836271,0.0,0.0,0.25,0.0,0.0,0.0,0.37,0.0,0.7051601170383627,0.011752668617306044
522,08:42,8,42,522,0.08427050983124844,0.0,0.0,0.25,0.0,0.0,0.0,0.37,0.0,0.7042705098312485,0.011737841830520809
523,08:43,8,43,523,0.08331437884370914,0.0,0.0,0.25,0.0,0.0,0.0,0.37,0.0,0.7033143788437091,0.011721906314061817
524,08:44,8,44,524,0.08229434476432183,0.0,0.0,0.25,0.0,0.0,0.0,0.37,0.0,0.7022943447643218,0.01170490574607203
525,08:45,8,45,525,0.08121320343559643,0.0,0.0,0.25,0.0,0.024,0.0,0.37,0.0,0.7252132034355965,0.012086886723926608
526,08:46,8,46,526,0.08007391819076574,0.0,0.0,0.25,0.0,0.024,0.0,0.37,0.0,0.7240739181907658,0.012067898636512763
527,08:47,8,47,527,0.07887961173149512,0.0,0.0,0.25,0.0,0.0,0.0,0.37,0.0,0.698879611731495,0.011647993528858251
528,08:48,8,48,528,0.0776335575687742,0.0,0.0,0.25,0.0,0.0,0.0,0.37,0.0,0.6976335575687742,0.01162722595947957
529,08:49,8,49,529,0.07633917105045082,0.0,0.0,0.25,0.0,0.0,0.0,0.37,0.0,0.6963391710504508,0.011605652850840847
530,08:50,8,50,530,0.075,0.0,0.0,0.25,0.0,0.0,0.0,0.37,0.0,0.6950000000000001,0.011583333333333334
531,08:51,8,51,531,0.0736197149921864,0.0,0.0,0.25,0.0,0.0,0.0,0.37,0.0,0.6936197149921863,0.011560328583203106
532,08:52,8,52,532,0.072202099292274,0.0,0.0,0.25,0.0,0.0,0.0,0.37,0.0,0.6922020992922739,0.011536701654871232
533,08:53,8,53,533,0.07075103848635902,0.0,0.0,0.25,0.0,0.0,0.0,0.37,0.0,0.690751038486359,0.011512517308105983
534,08:54,8,54,534,0.06927050983124844,0.0,0.0,0.25,0.0,0.0,0.0,0.37,0.0,0.6892705098312484,0.011487841830520807
535,08:55,8,55,535,0.06776457135307562,0.0,0.0,0.25,0.0,0.0,0.0,0.37,0.0,0.6877645713530756,0.011462742855884592
536,08:56,8,56,536,0.06623735072453277,0.0,0.0,0.25,0.0,0.0,0.0,0.37,0.0,0.6862373507245327,0.011437289178742212
537,08:57,8,57,537,0.06469303395120693,0.0,0.0,0.25,0.0,0.0,0.0,0.37,0.0,0.684693033951207,0.011411550565853449
538,08:58,8,58,538,0.06313585389802961,0.0,0.0,0.25,0.0,0.0,0.0,0.37,0.0,0.6831358538980297,0.01138559756496716
539,08:59,8,59,539,0.06157007868728833,0.0,0.0,0.25,0.0,0.0,0.0,0.37,0.0,0.6815700786872882,0.011359501311454804
540,09:00,9,0,540,0.060000000000000005,0.0,0.0,0.25,0.0,0.024,0.0,0.0,0.0,0.334,0.005566666666666667
541,09:01,9,1,541,0.05842992131271169,0.0,0.0,0.25,0.0,0.024,0.0,0.0,0.0,0.3324299213127117,0.005540498688545195
542,09:02,9,2,542,0.056864146101970395,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.3068641461019704,0.005114402435032839
543,09:03,9,3,543,0.05530696604879308,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.3053069660487931,0.005088449434146551
544,09:04,9,4,544,0.05376264927546723,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.30376264927546726,0.005062710821257787
545,09:05,9,5,545,0.05223542864692439,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.3022354286469244,0.005037257144115406
546,09:06,9,6,546,0.05072949016875157,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.30072949016875156,0.005012158169479193
547,09:07,9,7,547,0.049248961513640985,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.299248961513641,0.004987482691894017
548,09:08,9,8,548,0.04779790070772601,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.297797900707726,0.004963298345128766
549,09:09,9,9,549,0.04638028500781361,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.2963802850078136,0.0049396714167968935
550,09:10,9,10,550,0.045,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.295,0.004916666666666666
551,09:11,9,11,551,0.043660828949549195,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.2936608289495492,0.004894347149159153
552,09:12,9,12,552,0.04236644243122581,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.2923664424312258,0.00487277404052043
553,09:13,9,13,553,0.041120388268504886,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.2911203882685049,0.004852006471141748
554,09:14,9,14,554,0.03992608180923425,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.28992608180923424,0.004832101363487237
555,09:15,9,15,555,0.03878679656440357,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.2887867965644036,0.004813113276073393
556,09:16,9,16,556,0.037705655235678176,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.28770565523567815,0.004795094253927969
557,09:17,9,17,557,0.036685621156290864,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.28668562115629087,0.004778093685938181
558,09:18,9,18,558,0.035729490168751585,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.2857294901687516,0.0047621581694791935
559,09:19,9,19,559,0.03483988296163728,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.28483988296163726,0.004747331382693954
560,09:20,9,20,560,0.034019237886466845,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.2840192378864668,0.004733653964774447
561,09:21,9,21,561,0.033269804274348974,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.283269804274349,0.004721163404572484
562,09:22,9,22,562,0.032593636270721975,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.282593636270722,0.004709893937845366
563,09:23,9,23,563,0.03199258720508395,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.28199258720508397,0.004699876453418066
564,09:24,9,24,564,0.03146830451114539,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.2814683045111454,0.00469113840851909
565,09:25,9,25,565,0.03102222521132795,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.28102222521132797,0.004683703753522133
566,09:26,9,26,566,0.030655571977985838,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.28065557197798585,0.004677592866299764
567,09:27,9,27,567,0.030369349782145873,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.2803693497821459,0.004672822496369098
568,09:28,9,28,568,0.0301643431389518,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.2801643431389518,0.0046694057189825295
569,09:29,9,29,569,0.030041113957362784,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.2800411139573628,0.00466735189928938
570,09:30,9,30,570,0.03,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.28,0.004666666666666667
571,09:31,9,31,571,0.030041113957362784,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.2800411139573628,0.00466735189928938
572,09:32,9,32,572,0.0301643431389518,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.2801643431389518,0.0046694057189825295
573,09:33,9,33,573,0.03036934978214587,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.2803693497821459,0.004672822496369098
574,09:34,9,34,574,0.030655571977985838,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.28065557197798585,0.004677592866299764
575,09:35,9,35,575,0.031022225211327942,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.2810222252113279,0.004683703753522132
